clip	duration[ms]
common_voice_mt_27754872.mp3	4860
common_voice_mt_38592599.mp3	4248
common_voice_mt_21534972.mp3	3864
common_voice_mt_21401220.mp3	3576
common_voice_mt_21178866.mp3	3624
common_voice_mt_21388090.mp3	4536
common_voice_mt_21826322.mp3	6216
common_voice_mt_21209202.mp3	5376
common_voice_mt_21229094.mp3	3384
common_voice_mt_27740675.mp3	5580
common_voice_mt_21361194.mp3	9024
common_voice_mt_21176342.mp3	8304
common_voice_mt_21267225.mp3	3216
common_voice_mt_21388615.mp3	5496
common_voice_mt_22255262.mp3	4416
common_voice_mt_22329191.mp3	2952
common_voice_mt_21809106.mp3	3696
common_voice_mt_21891874.mp3	5064
common_voice_mt_21394274.mp3	5856
common_voice_mt_21206147.mp3	4224
common_voice_mt_40330137.mp3	5868
common_voice_mt_21608116.mp3	5424
common_voice_mt_21446367.mp3	4416
common_voice_mt_21239416.mp3	4104
common_voice_mt_21401412.mp3	6024
common_voice_mt_21388805.mp3	6576
common_voice_mt_21343874.mp3	4176
common_voice_mt_21481663.mp3	3624
common_voice_mt_21170828.mp3	4080
common_voice_mt_21430898.mp3	6024
common_voice_mt_21211041.mp3	3936
common_voice_mt_21341134.mp3	6096
common_voice_mt_21178135.mp3	3864
common_voice_mt_21439327.mp3	5136
common_voice_mt_25502460.mp3	5148
common_voice_mt_21503788.mp3	4656
common_voice_mt_22256119.mp3	3024
common_voice_mt_21239840.mp3	2904
common_voice_mt_22239613.mp3	5184
common_voice_mt_27739667.mp3	3240
common_voice_mt_21279416.mp3	3888
common_voice_mt_21764901.mp3	4344
common_voice_mt_24863529.mp3	8820
common_voice_mt_21278925.mp3	6456
common_voice_mt_21842579.mp3	5256
common_voice_mt_22256398.mp3	3624
common_voice_mt_22273067.mp3	4536
common_voice_mt_21592792.mp3	4656
common_voice_mt_24859847.mp3	4428
common_voice_mt_22336710.mp3	4512
common_voice_mt_21173786.mp3	6816
common_voice_mt_21442323.mp3	3936
common_voice_mt_21401171.mp3	4296
common_voice_mt_22177189.mp3	3024
common_voice_mt_21399356.mp3	3744
common_voice_mt_21172591.mp3	4104
common_voice_mt_21516445.mp3	3024
common_voice_mt_24863528.mp3	7056
common_voice_mt_21236921.mp3	5976
common_voice_mt_21173357.mp3	5496
common_voice_mt_21228987.mp3	4968
common_voice_mt_21172534.mp3	5256
common_voice_mt_22187062.mp3	4656
common_voice_mt_21819935.mp3	5016
common_voice_mt_22272534.mp3	7104
common_voice_mt_21267189.mp3	4776
common_voice_mt_22357072.mp3	8136
common_voice_mt_21172955.mp3	4776
common_voice_mt_21809032.mp3	3264
common_voice_mt_21241300.mp3	5496
common_voice_mt_21431504.mp3	6384
common_voice_mt_21604776.mp3	3144
common_voice_mt_21267200.mp3	4344
common_voice_mt_21171249.mp3	3504
common_voice_mt_22793751.mp3	3792
common_voice_mt_21197908.mp3	5736
common_voice_mt_21278053.mp3	3672
common_voice_mt_22255471.mp3	5784
common_voice_mt_21372563.mp3	2664
common_voice_mt_22529233.mp3	4152
common_voice_mt_21728856.mp3	5376
common_voice_mt_22367700.mp3	5760
common_voice_mt_21459429.mp3	4464
common_voice_mt_21368880.mp3	2664
common_voice_mt_21503454.mp3	3216
common_voice_mt_21494650.mp3	5664
common_voice_mt_21108427.mp3	7992
common_voice_mt_21235579.mp3	4296
common_voice_mt_21343914.mp3	3024
common_voice_mt_21392063.mp3	3792
common_voice_mt_21602534.mp3	4104
common_voice_mt_21232421.mp3	5760
common_voice_mt_21506439.mp3	5232
common_voice_mt_21239180.mp3	3816
common_voice_mt_21503624.mp3	5736
common_voice_mt_21381138.mp3	6288
common_voice_mt_21344594.mp3	2664
common_voice_mt_21320546.mp3	5616
common_voice_mt_21407947.mp3	4344
common_voice_mt_22257106.mp3	6384
common_voice_mt_21765367.mp3	4776
common_voice_mt_21330460.mp3	2856
common_voice_mt_25502256.mp3	4500
common_voice_mt_21174997.mp3	6456
common_voice_mt_21377302.mp3	5064
common_voice_mt_21240915.mp3	5256
common_voice_mt_22256742.mp3	4776
common_voice_mt_21367826.mp3	5616
common_voice_mt_21446143.mp3	3384
common_voice_mt_22259773.mp3	4824
common_voice_mt_22254699.mp3	2496
common_voice_mt_21344071.mp3	2904
common_voice_mt_22336954.mp3	3480
common_voice_mt_21171543.mp3	3384
common_voice_mt_21341900.mp3	4776
common_voice_mt_21705661.mp3	2976
common_voice_mt_21431612.mp3	5064
common_voice_mt_22256624.mp3	4536
common_voice_mt_21398067.mp3	4344
common_voice_mt_25869737.mp3	2700
common_voice_mt_21176432.mp3	4104
common_voice_mt_22355012.mp3	6552
common_voice_mt_21678202.mp3	4464
common_voice_mt_21446756.mp3	4464
common_voice_mt_22752619.mp3	4632
common_voice_mt_21502918.mp3	3576
common_voice_mt_23742147.mp3	4416
common_voice_mt_21178523.mp3	2904
common_voice_mt_22266961.mp3	3960
common_voice_mt_22979109.mp3	4872
common_voice_mt_21209104.mp3	5544
common_voice_mt_21320560.mp3	3336
common_voice_mt_22255100.mp3	5136
common_voice_mt_21343845.mp3	6096
common_voice_mt_21430190.mp3	5616
common_voice_mt_21372623.mp3	3264
common_voice_mt_21182005.mp3	5904
common_voice_mt_21516430.mp3	2256
common_voice_mt_21171993.mp3	5304
common_voice_mt_21373353.mp3	3552
common_voice_mt_21481919.mp3	2904
common_voice_mt_21191677.mp3	4704
common_voice_mt_21211356.mp3	3936
common_voice_mt_21602776.mp3	3744
common_voice_mt_21831189.mp3	3624
common_voice_mt_21819642.mp3	4896
common_voice_mt_21819665.mp3	2784
common_voice_mt_22256792.mp3	3816
common_voice_mt_21831167.mp3	5064
common_voice_mt_21830405.mp3	2976
common_voice_mt_21171586.mp3	4536
common_voice_mt_21108314.mp3	3696
common_voice_mt_22205293.mp3	6744
common_voice_mt_21728900.mp3	4944
common_voice_mt_21206143.mp3	4656
common_voice_mt_21180679.mp3	4776
common_voice_mt_23802166.mp3	5736
common_voice_mt_21176348.mp3	4104
common_voice_mt_21317210.mp3	5544
common_voice_mt_21384927.mp3	5448
common_voice_mt_22254179.mp3	4464
common_voice_mt_38585753.mp3	4320
common_voice_mt_21728868.mp3	4896
common_voice_mt_27118350.mp3	4788
common_voice_mt_21344855.mp3	3984
common_voice_mt_21379361.mp3	4344
common_voice_mt_22254667.mp3	6504
common_voice_mt_21379360.mp3	3816
common_voice_mt_22275471.mp3	4272
common_voice_mt_22176902.mp3	4776
common_voice_mt_21330396.mp3	5784
common_voice_mt_21373525.mp3	6336
common_voice_mt_23701749.mp3	5424
common_voice_mt_21171084.mp3	3864
common_voice_mt_21504242.mp3	2496
common_voice_mt_22176713.mp3	3864
common_voice_mt_21240060.mp3	3984
common_voice_mt_21517042.mp3	4104
common_voice_mt_21213499.mp3	5256
common_voice_mt_21826165.mp3	6744
common_voice_mt_21172463.mp3	6024
common_voice_mt_21152743.mp3	4368
common_voice_mt_22440977.mp3	5352
common_voice_mt_21197850.mp3	5856
common_voice_mt_21413212.mp3	6024
common_voice_mt_21209132.mp3	5136
common_voice_mt_21388962.mp3	3216
common_voice_mt_21338863.mp3	5616
common_voice_mt_22168472.mp3	7104
common_voice_mt_21374900.mp3	4944
common_voice_mt_21372941.mp3	3936
common_voice_mt_21261922.mp3	4344
common_voice_mt_21195822.mp3	5784
common_voice_mt_22259543.mp3	6456
common_voice_mt_22979126.mp3	7008
common_voice_mt_22355286.mp3	3576
common_voice_mt_22728237.mp3	5976
common_voice_mt_21170707.mp3	3072
common_voice_mt_21391746.mp3	3360
common_voice_mt_22256807.mp3	7344
common_voice_mt_21279403.mp3	3888
common_voice_mt_21228811.mp3	7464
common_voice_mt_22240540.mp3	3144
common_voice_mt_21502840.mp3	2856
common_voice_mt_22205230.mp3	2976
common_voice_mt_21394092.mp3	4224
common_voice_mt_21176412.mp3	3216
common_voice_mt_22930610.mp3	4008
common_voice_mt_21373101.mp3	7416
common_voice_mt_21373247.mp3	4440
common_voice_mt_21274908.mp3	3216
common_voice_mt_21345042.mp3	3696
common_voice_mt_21842503.mp3	3984
common_voice_mt_21280088.mp3	5064
common_voice_mt_22240136.mp3	3864
common_voice_mt_22708630.mp3	5376
common_voice_mt_22283456.mp3	5496
common_voice_mt_21503978.mp3	4896
common_voice_mt_21401312.mp3	3144
common_voice_mt_21411833.mp3	4752
common_voice_mt_21239429.mp3	6456
common_voice_mt_22275291.mp3	6720
common_voice_mt_22354996.mp3	4200
common_voice_mt_21413419.mp3	4224
common_voice_mt_21401201.mp3	5256
common_voice_mt_22212840.mp3	9456
common_voice_mt_22186720.mp3	5544
common_voice_mt_21224250.mp3	5424
common_voice_mt_27739721.mp3	3060
common_voice_mt_21346324.mp3	9384
common_voice_mt_21335851.mp3	3144
common_voice_mt_21229117.mp3	5880
common_voice_mt_22336893.mp3	4872
common_voice_mt_21239514.mp3	5376
common_voice_mt_22336706.mp3	3336
common_voice_mt_21374904.mp3	4104
common_voice_mt_21175282.mp3	4104
common_voice_mt_21179070.mp3	3024
common_voice_mt_38792216.mp3	2376
common_voice_mt_21178472.mp3	4824
common_voice_mt_21439413.mp3	5544
common_voice_mt_21257323.mp3	4680
common_voice_mt_22187523.mp3	5784
common_voice_mt_22254807.mp3	5424
common_voice_mt_21333109.mp3	6576
common_voice_mt_24872966.mp3	6516
common_voice_mt_21171250.mp3	4656
common_voice_mt_21448929.mp3	3744
common_voice_mt_21170221.mp3	2856
common_voice_mt_21430867.mp3	3816
common_voice_mt_22529370.mp3	3552
common_voice_mt_21179071.mp3	3336
common_voice_mt_21301703.mp3	4224
common_voice_mt_21326119.mp3	5256
common_voice_mt_22273135.mp3	5304
common_voice_mt_21170205.mp3	3936
common_voice_mt_21608138.mp3	3864
common_voice_mt_21378514.mp3	5304
common_voice_mt_21369289.mp3	6672
common_voice_mt_21197806.mp3	4224
common_voice_mt_21338872.mp3	4464
common_voice_mt_27737011.mp3	4248
common_voice_mt_21678243.mp3	5736
common_voice_mt_21173864.mp3	4344
common_voice_mt_22355252.mp3	4632
common_voice_mt_21240050.mp3	4656
common_voice_mt_21330339.mp3	5376
common_voice_mt_22254260.mp3	2784
common_voice_mt_21535009.mp3	4104
common_voice_mt_22239692.mp3	5496
common_voice_mt_21209126.mp3	3120
common_voice_mt_21239993.mp3	5184
common_voice_mt_21624484.mp3	4704
common_voice_mt_22256621.mp3	4296
common_voice_mt_21341125.mp3	5664
common_voice_mt_21335956.mp3	3864
common_voice_mt_21394238.mp3	4056
common_voice_mt_21643597.mp3	5064
common_voice_mt_22256178.mp3	5856
common_voice_mt_22272733.mp3	7224
common_voice_mt_27739743.mp3	3420
common_voice_mt_27740538.mp3	4176
common_voice_mt_21896008.mp3	3816
common_voice_mt_21261936.mp3	2424
common_voice_mt_21224779.mp3	6816
common_voice_mt_25096358.mp3	4248
common_voice_mt_21171252.mp3	4824
common_voice_mt_27735808.mp3	4500
common_voice_mt_21211161.mp3	4104
common_voice_mt_21842482.mp3	6144
common_voice_mt_21397726.mp3	4416
common_voice_mt_21197466.mp3	4464
common_voice_mt_21209531.mp3	4752
common_voice_mt_22138207.mp3	4296
common_voice_mt_21197881.mp3	3336
common_voice_mt_21557379.mp3	4176
common_voice_mt_22239970.mp3	5064
common_voice_mt_21397176.mp3	5496
common_voice_mt_30575282.mp3	4680
common_voice_mt_23748473.mp3	7224
common_voice_mt_21378622.mp3	2976
common_voice_mt_27740662.mp3	4320
common_voice_mt_21335905.mp3	5496
common_voice_mt_21335901.mp3	2496
common_voice_mt_21402689.mp3	4584
common_voice_mt_21809048.mp3	4296
common_voice_mt_21367837.mp3	3744
common_voice_mt_21534617.mp3	4416
common_voice_mt_21431137.mp3	5184
common_voice_mt_25502347.mp3	3168
common_voice_mt_22177125.mp3	5424
common_voice_mt_21330322.mp3	4776
common_voice_mt_23836353.mp3	6144
common_voice_mt_21765115.mp3	6336
common_voice_mt_21381156.mp3	6984
common_voice_mt_21842567.mp3	4344
common_voice_mt_21921727.mp3	5688
common_voice_mt_21394030.mp3	5184
common_voice_mt_21716236.mp3	4584
common_voice_mt_21324903.mp3	4896
common_voice_mt_21896050.mp3	3624
common_voice_mt_21343983.mp3	3024
common_voice_mt_21241529.mp3	5616
common_voice_mt_23742170.mp3	5016
common_voice_mt_22213129.mp3	3816
common_voice_mt_24863601.mp3	7236
common_voice_mt_21764762.mp3	4464
common_voice_mt_21379293.mp3	5544
common_voice_mt_22255054.mp3	4104
common_voice_mt_22329131.mp3	3648
common_voice_mt_21481850.mp3	3816
common_voice_mt_25886311.mp3	3852
common_voice_mt_21534574.mp3	4056
common_voice_mt_24872409.mp3	6156
common_voice_mt_23787112.mp3	5016
common_voice_mt_22336558.mp3	4608
common_voice_mt_22256471.mp3	5424
common_voice_mt_21506440.mp3	7440
common_voice_mt_21197751.mp3	4824
common_voice_mt_21439214.mp3	5496
common_voice_mt_21180373.mp3	2976
common_voice_mt_22316441.mp3	4560
common_voice_mt_21374894.mp3	5136
common_voice_mt_22201876.mp3	6504
common_voice_mt_22275474.mp3	4752
common_voice_mt_21188300.mp3	4656
common_voice_mt_21239516.mp3	4896
common_voice_mt_21315059.mp3	4056
common_voice_mt_21108387.mp3	4488
common_voice_mt_22239858.mp3	4824
common_voice_mt_21331566.mp3	4464
common_voice_mt_22213050.mp3	3456
common_voice_mt_21102935.mp3	3744
common_voice_mt_21446712.mp3	3936
common_voice_mt_21301705.mp3	3456
common_voice_mt_21449061.mp3	3984
common_voice_mt_21374921.mp3	3264
common_voice_mt_27735759.mp3	3960
common_voice_mt_21344316.mp3	2544
common_voice_mt_21330475.mp3	5136
common_voice_mt_23741974.mp3	3696
common_voice_mt_22255869.mp3	4776
common_voice_mt_21376677.mp3	4896
common_voice_mt_22944340.mp3	4848
common_voice_mt_21430960.mp3	3696
common_voice_mt_21324822.mp3	6024
common_voice_mt_21448871.mp3	4176
common_voice_mt_22979138.mp3	4488
common_voice_mt_21643635.mp3	5304
common_voice_mt_21240900.mp3	4896
common_voice_mt_22529229.mp3	7368
common_voice_mt_21534685.mp3	6504
common_voice_mt_40325642.mp3	6660
common_voice_mt_21394062.mp3	5376
common_voice_mt_21209344.mp3	4128
common_voice_mt_37817600.mp3	6948
common_voice_mt_32248025.mp3	4968
common_voice_mt_21514829.mp3	5280
common_voice_mt_27585010.mp3	5796
common_voice_mt_21172640.mp3	3864
common_voice_mt_21197894.mp3	5736
common_voice_mt_22256177.mp3	5376
common_voice_mt_21430449.mp3	5424
common_voice_mt_21229129.mp3	6120
common_voice_mt_38586145.mp3	3456
common_voice_mt_21379255.mp3	5856
common_voice_mt_21368792.mp3	7344
common_voice_mt_21449092.mp3	5856
common_voice_mt_21426355.mp3	6336
common_voice_mt_22256757.mp3	4896
common_voice_mt_21409869.mp3	5736
common_voice_mt_21324902.mp3	6144
common_voice_mt_21261891.mp3	2976
common_voice_mt_22216434.mp3	5664
common_voice_mt_23742089.mp3	4704
common_voice_mt_40682677.mp3	4212
common_voice_mt_21661959.mp3	4656
common_voice_mt_21209006.mp3	3600
common_voice_mt_21376317.mp3	3816
common_voice_mt_21279457.mp3	2856
common_voice_mt_27735869.mp3	3888
common_voice_mt_21372562.mp3	3624
common_voice_mt_21209506.mp3	3816
common_voice_mt_21503676.mp3	4416
common_voice_mt_24859797.mp3	4716
common_voice_mt_21397708.mp3	4704
common_voice_mt_22728247.mp3	4200
common_voice_mt_21287833.mp3	4224
common_voice_mt_22240165.mp3	4584
common_voice_mt_21446075.mp3	4536
common_voice_mt_27658105.mp3	2988
common_voice_mt_22356833.mp3	6288
common_voice_mt_40330139.mp3	3708
common_voice_mt_21344873.mp3	4464
common_voice_mt_22764285.mp3	5448
common_voice_mt_21209032.mp3	6216
common_voice_mt_22354906.mp3	6408
common_voice_mt_21374881.mp3	3624
common_voice_mt_22254669.mp3	3216
common_voice_mt_21624463.mp3	3696
common_voice_mt_21318374.mp3	4464
common_voice_mt_22254161.mp3	4344
common_voice_mt_25870229.mp3	5292
common_voice_mt_25502297.mp3	5076
common_voice_mt_21398062.mp3	7536
common_voice_mt_21171941.mp3	4416
common_voice_mt_21534513.mp3	2736
common_voice_mt_21593049.mp3	4944
common_voice_mt_21228825.mp3	2664
common_voice_mt_21327353.mp3	5856
common_voice_mt_22240166.mp3	3456
common_voice_mt_21303380.mp3	6144
common_voice_mt_21257302.mp3	3288
common_voice_mt_21728821.mp3	6624
common_voice_mt_21602626.mp3	4824
common_voice_mt_21320487.mp3	4944
common_voice_mt_21374915.mp3	5664
common_voice_mt_21178672.mp3	3816
common_voice_mt_22201981.mp3	6120
common_voice_mt_22216469.mp3	3000
common_voice_mt_22337018.mp3	2712
common_voice_mt_21335918.mp3	4176
common_voice_mt_21819646.mp3	3216
common_voice_mt_21716628.mp3	4344
common_voice_mt_21375825.mp3	7104
common_voice_mt_22793753.mp3	3480
common_voice_mt_21572347.mp3	2664
common_voice_mt_21368119.mp3	7056
common_voice_mt_21335966.mp3	3504
common_voice_mt_21514767.mp3	4296
common_voice_mt_21341847.mp3	6024
common_voice_mt_21239957.mp3	5664
common_voice_mt_21301695.mp3	4464
common_voice_mt_21624520.mp3	4584
common_voice_mt_21765177.mp3	3936
common_voice_mt_22254013.mp3	4656
common_voice_mt_21375854.mp3	3024
common_voice_mt_21213515.mp3	3216
common_voice_mt_21602624.mp3	6744
common_voice_mt_22979116.mp3	4944
common_voice_mt_21439374.mp3	5064
common_voice_mt_21430359.mp3	3504
common_voice_mt_21831182.mp3	4056
common_voice_mt_21178576.mp3	3576
common_voice_mt_22930586.mp3	5376
common_voice_mt_21572118.mp3	4704
common_voice_mt_21346326.mp3	4704
common_voice_mt_21502841.mp3	5136
common_voice_mt_21494767.mp3	5304
common_voice_mt_21179231.mp3	2736
common_voice_mt_24640228.mp3	9468
common_voice_mt_21557418.mp3	6096
common_voice_mt_21376329.mp3	4584
common_voice_mt_21504170.mp3	5376
common_voice_mt_21232567.mp3	3768
common_voice_mt_26897697.mp3	4356
common_voice_mt_21430117.mp3	6096
common_voice_mt_21343895.mp3	3936
common_voice_mt_22212679.mp3	10344
common_voice_mt_25502345.mp3	6156
common_voice_mt_21369974.mp3	5496
common_voice_mt_21172451.mp3	3504
common_voice_mt_21369575.mp3	3624
common_voice_mt_21318649.mp3	4536
common_voice_mt_22088144.mp3	6240
common_voice_mt_25110146.mp3	4176
common_voice_mt_21278882.mp3	4656
common_voice_mt_22205005.mp3	6864
common_voice_mt_21808945.mp3	3264
common_voice_mt_21173355.mp3	4896
common_voice_mt_21553980.mp3	3024
common_voice_mt_27740718.mp3	5580
common_voice_mt_21604836.mp3	3624
common_voice_mt_21171042.mp3	3216
common_voice_mt_21375841.mp3	6432
common_voice_mt_21643675.mp3	5904
common_voice_mt_21174599.mp3	5256
common_voice_mt_22254175.mp3	6504
common_voice_mt_22255052.mp3	8064
common_voice_mt_21102657.mp3	5376
common_voice_mt_21392055.mp3	3600
common_voice_mt_21819657.mp3	2664
common_voice_mt_22187213.mp3	3216
common_voice_mt_21210952.mp3	5304
common_voice_mt_21178632.mp3	3744
common_voice_mt_21434992.mp3	6072
common_voice_mt_40329922.mp3	6408
common_voice_mt_21278891.mp3	5496
common_voice_mt_21330319.mp3	2616
common_voice_mt_21172713.mp3	2784
common_voice_mt_21534836.mp3	5064
common_voice_mt_21481594.mp3	4224
common_voice_mt_21171994.mp3	5184
common_voice_mt_21494785.mp3	3504
common_voice_mt_21179141.mp3	3624
common_voice_mt_21175514.mp3	4104
common_voice_mt_21376706.mp3	5712
common_voice_mt_21635740.mp3	5664
common_voice_mt_22186741.mp3	6624
common_voice_mt_21896039.mp3	5376
common_voice_mt_25502292.mp3	5688
common_voice_mt_21380838.mp3	4896
common_voice_mt_21819697.mp3	5256
common_voice_mt_21102905.mp3	3840
common_voice_mt_21459372.mp3	6096
common_voice_mt_38792118.mp3	3276
common_voice_mt_22176903.mp3	5976
common_voice_mt_21418998.mp3	3816
common_voice_mt_23874424.mp3	5256
common_voice_mt_22275446.mp3	5544
common_voice_mt_21398093.mp3	6624
common_voice_mt_21725426.mp3	4464
common_voice_mt_21378660.mp3	5496
common_voice_mt_21388816.mp3	5976
common_voice_mt_22283455.mp3	4896
common_voice_mt_21624489.mp3	3744
common_voice_mt_21819865.mp3	4464
common_voice_mt_21661814.mp3	1824
common_voice_mt_34002545.mp3	8028
common_voice_mt_24863532.mp3	7776
common_voice_mt_21371683.mp3	3864
common_voice_mt_21624569.mp3	2904
common_voice_mt_22240057.mp3	4416
common_voice_mt_21211040.mp3	3264
common_voice_mt_21459427.mp3	5136
common_voice_mt_21320469.mp3	5304
common_voice_mt_21178462.mp3	4824
common_voice_mt_21335114.mp3	7464
common_voice_mt_21481716.mp3	4776
common_voice_mt_21790926.mp3	4560
common_voice_mt_21370266.mp3	6816
common_voice_mt_21239885.mp3	3984
common_voice_mt_21554232.mp3	7416
common_voice_mt_21353204.mp3	2976
common_voice_mt_21239853.mp3	3336
common_voice_mt_21331563.mp3	4056
common_voice_mt_22240146.mp3	5304
common_voice_mt_23748474.mp3	5184
common_voice_mt_24872968.mp3	6408
common_voice_mt_21401122.mp3	5976
common_voice_mt_21404518.mp3	4776
common_voice_mt_21401095.mp3	6744
common_voice_mt_21261856.mp3	3864
common_voice_mt_21575344.mp3	5136
common_voice_mt_21394330.mp3	4656
common_voice_mt_21704693.mp3	4056
common_voice_mt_21172511.mp3	3504
common_voice_mt_22266872.mp3	6672
common_voice_mt_21401103.mp3	6696
common_voice_mt_25175000.mp3	5400
common_voice_mt_21368878.mp3	5544
common_voice_mt_27737032.mp3	4176
common_voice_mt_22257092.mp3	3624
common_voice_mt_24140381.mp3	6048
common_voice_mt_21394040.mp3	3816
common_voice_mt_21764747.mp3	4296
common_voice_mt_22336861.mp3	5832
common_voice_mt_22213071.mp3	2544
common_voice_mt_21343800.mp3	4656
common_voice_mt_21401145.mp3	5904
common_voice_mt_37817601.mp3	3168
common_voice_mt_21353217.mp3	3144
common_voice_mt_22212700.mp3	6936
common_voice_mt_21481883.mp3	3744
common_voice_mt_21819661.mp3	4464
common_voice_mt_22388652.mp3	4656
common_voice_mt_21108519.mp3	3624
common_voice_mt_21819643.mp3	4416
common_voice_mt_22255918.mp3	4056
common_voice_mt_22367676.mp3	6216
common_voice_mt_22257121.mp3	3696
common_voice_mt_21458565.mp3	5952
common_voice_mt_21172126.mp3	5856
common_voice_mt_22930562.mp3	5856
common_voice_mt_21261904.mp3	4104
common_voice_mt_21921763.mp3	3576
common_voice_mt_21379292.mp3	5256
common_voice_mt_21458782.mp3	5976
common_voice_mt_21426797.mp3	5136
common_voice_mt_25866118.mp3	5868
common_voice_mt_21764851.mp3	4896
common_voice_mt_21553955.mp3	3144
common_voice_mt_21239481.mp3	4896
common_voice_mt_21430155.mp3	4056
common_voice_mt_21401428.mp3	4344
common_voice_mt_22337026.mp3	5112
common_voice_mt_21368492.mp3	6336
common_voice_mt_21380835.mp3	4104
common_voice_mt_21431179.mp3	4896
common_voice_mt_21413393.mp3	3096
common_voice_mt_21257310.mp3	3768
common_voice_mt_21175848.mp3	2976
common_voice_mt_21372230.mp3	3264
common_voice_mt_21172439.mp3	6264
common_voice_mt_21228886.mp3	4584
common_voice_mt_22708714.mp3	3360
common_voice_mt_21378387.mp3	5088
common_voice_mt_22213022.mp3	5424
common_voice_mt_21388852.mp3	6336
common_voice_mt_38601405.mp3	4176
common_voice_mt_21446657.mp3	3576
common_voice_mt_22337019.mp3	6792
common_voice_mt_21624633.mp3	5544
common_voice_mt_21826166.mp3	3816
common_voice_mt_21171542.mp3	3984
common_voice_mt_21408032.mp3	5736
common_voice_mt_21333629.mp3	3984
common_voice_mt_27735815.mp3	3060
common_voice_mt_22529076.mp3	4416
common_voice_mt_21209134.mp3	4728
common_voice_mt_25869738.mp3	5076
common_voice_mt_38585755.mp3	6120
common_voice_mt_21394106.mp3	4776
common_voice_mt_21274907.mp3	5184
common_voice_mt_21624551.mp3	3576
common_voice_mt_21178633.mp3	5856
common_voice_mt_22196702.mp3	6480
common_voice_mt_27118351.mp3	2340
common_voice_mt_34238968.mp3	5220
common_voice_mt_24872382.mp3	4680
common_voice_mt_21303332.mp3	4296
common_voice_mt_21193717.mp3	4824
common_voice_mt_21209156.mp3	4728
common_voice_mt_21503383.mp3	4704
common_voice_mt_21330415.mp3	5184
common_voice_mt_21604348.mp3	5184
common_voice_mt_21173604.mp3	5544
common_voice_mt_22708692.mp3	6888
common_voice_mt_21764871.mp3	6984
common_voice_mt_21411837.mp3	3504
common_voice_mt_21209112.mp3	5472
common_voice_mt_21365891.mp3	4992
common_voice_mt_21399336.mp3	6336
common_voice_mt_21326172.mp3	3336
common_voice_mt_21173803.mp3	4224
common_voice_mt_21842496.mp3	4344
common_voice_mt_21372412.mp3	3576
common_voice_mt_22256780.mp3	3456
common_voice_mt_21239538.mp3	3744
common_voice_mt_21401224.mp3	4296
common_voice_mt_22336956.mp3	4944
common_voice_mt_21330274.mp3	3336
common_voice_mt_21335939.mp3	4896
