sentence_id	sentence	sentence_domain	source	is_used	clips_count
42470a413ea8673468b96972ffc4fcec1f3de8864e3d0d77701eb70e41c91838	Pereżempju lanqas għandna d-donor database bħalma għandhom f'ħafna pajjiżi żviluppati Ewropej.		sentence-collector	1	2
43a1a0cd81176650f01c3b59f57e49d21bf736d833db72cc735775a2085801ad	Issa għaliex għamel hekk is-segretarjat, Sur President?		sentence-collector	1	2
43bac014db7a1ec9e6bc1917dcc938dce2f731727c4d07f7ab5991ef975e5216	Simon Busuttil ta sinjal qawwi li rridu nittraduċu l-paroli f'fatti.		sentence-collector	1	2
43ccc5053c4c1983cb50a3a583bb37b1140dec597a8381d297b3276891c3af43	Jista' jgħid kemm hemm ħaddiema ta' nazzjonalità barranija jaħdmu fl-istess qasam?		sentence-collector	1	2
43fd69e4f9751c052db553fca685463b8c05080cb8fe291b925a297e9d31ee9f	Nibdew nagħmluha public display din it-trasparenza?		sentence-collector	1	2
4408156828812a0e5e5136a977b1b5619990342e4d26d7bac8fedbfafc93c2c3	Iżda huwa importanti ħafna li jkun hemm iktar taħriġ!		sentence-collector	1	2
44c0a3505d58de960c6a292a85e4b5f2275eae0e37849c8aecd12a202105c2e3	Mela qbilna!		sentence-collector	1	2
4577eeddf82f80f91e46e4e650172624e8827707322a3c644601c8d11b4cd8f5	Skużani, rigress sar.		sentence-collector	1	2
45955ffd01550b34000cfe2df8f324d3c6d2f830ed98f62fe30f835441bae1f9	Jiena nħeġġeġ lill-Gvern sabiex jikkonsidra anke din il-miżura.		sentence-collector	1	2
45d15b16582863281c3942fecdee612be93b9629fcc9b025a349cc5893ab5e51	Kont inkun eċitat ħafna u ma kinitx toħroġ il-prestazzjoni li xtaqt.		sentence-collector	1	2
463794ad6bcf4ab9f55830e4e637c7d57e70f5e38056df13865591d5b1e36e23	Mela x'ġara xbin?		sentence-collector	1	2
46466e16772d05bbed048fbca83678cf3b3cb15f5eb1942fe9ce8f6460e8df23	Semma wkoll kif tlieta minn sħabu kellhom jittieħdu l-isptar għall-kura.		sentence-collector	1	2
4760b6e2cd8fb026f4d45844e0954238149dcd55823a3728664dc48201d7b146	Raħal wieħed fiċ-Ċina huwa akbar mill-popolazzjoni kollha ta' pajjiżna.		sentence-collector	1	2
47615c4b746632259673a7dde4ae918363a865fe22226a28b44ffee2d3df6a20	Xi tgħidli dwar il-poligamija?		sentence-collector	1	2
486ba7b29192a7dbf3f34bda48e2550c86985152c7af0a62112de506e75d10ad	Mhux se noqogħdu nistennew aktar ħin biex niddeċiedu.		sentence-collector	1	2
49a596e7930404ba18e0e57ad382866055350496d2cba65da53976df5f5aad33	U ma tarawx!		sentence-collector	1	2
49dfac7be6a6e2134f68bc38cc946ccb83f120a0abc338464cafd4d057fbd3a2	Student universitarju minn Kalifornja sab is-soluzzjoni meta kien fuq bajja.		sentence-collector	1	2
4a18516b33260efb63f5bbb73abbaf34e3a8aee9aa68d496771c7f8fec9e9b76	Il-Eurovision kien il-ħolma tiegħi sa minn meta kont żgħira.		sentence-collector	1	2
4a4c31b060e79e4728d263480609794ecc66773b8a2283ce81d8b774866e6e96	Il-bqija jekk jaqa' taħt il-kriterji ta' eliġibbiltà jista' jagħti d-demm.		sentence-collector	1	2
4ab8df96dc4b237300941c672bacb8d12f6f7b7dafd2a314b1cd16fbe5b41349	Huwa suġġett għall-konfiska taħt dik il-proklama.		sentence-collector	1	2
4b68d997d6456c2b4d69c96277e7c25f3369ff9b65e83c788a8fd5dc4e4cc73f	Logħob fil-każinò.		sentence-collector	1	2
4ca3e8f386adad3d66561f11e51fdd3f8f01907b725f85bd02cf731666249eb0	Ħafna mill-problemi li semma l-Prim Ministru ħoloqhom hu.		sentence-collector	1	2
4d19c53793236c392dc36edfd4a7adce707e0664ff8b40714594dfad7c283e44	Bdejt naħseb x'kien li jagħmel tant differenza bejn persuna u oħra.		sentence-collector	1	2
4d653bb902f75bca0a609ed85d6ec942a12fbe9d2bb1d561a730c6e8a0770e58	Iżda każijiet bħal dawn iseħħu wkoll f'Malta!		sentence-collector	1	2
4d698bdb91b4c9d067a4724592e4e2073c7549d6035d797189843fd9085ae5d4	Din il-logħba qed tkun il-kaġun ta' diversi mwiet.		sentence-collector	1	2
4d7c0f176396de07a793cffd5cf65ee69755eaaf07fb628e4d03b1c1181403ef	L-Alternattiva saqsiet jekk it-trade union tal-Pulizija ġietx konsultata dwar dan.		sentence-collector	1	2
4dad5112bf4dfe1f20b90b469181c69d83161a3118ef409693d9b6715b46cb07	Dan il-Kumitat għandu d-dritt kollu.		sentence-collector	1	2
4de03790dea4bdba2d907c01b208bb3588b58a1e99fb12a0c7091277898708c0	Iva, imma qed jgħidulna li dawn se jinbidlu.		sentence-collector	1	2
4eae76651ffdfbc189d28d8429382afcfa66a0e1fad14bc2ea309b7515409536	Għandek fehma għalfejn ma kenux jittieħdu Minuti?		sentence-collector	1	2
4ee553a3748b6c2644db88b11f1be8b732e033afdb148937c86bc6f8abdcc323	Qisna m'aħniex parti mid-dinja!		sentence-collector	1	2
502ceff71f030e878c4fd58c573c079333d702d987a918de136c8f21345697c4	Inti għandek rapporti tal-Awditur.		sentence-collector	1	2
503754e829dc857288a8c07211e7f94c10c1228d44faa801138da48e4c01103a	Il-Malti jgħallimna li l-kelma tqanqal, imma l-eżempju jkaxkar.		sentence-collector	1	2
506ae4419b597987a32ae63788bc2e24ae0075c00e10c293fb339e99096e37d9	Rajtuh jew le?		sentence-collector	1	2
50e6cd0a1cd8f140316626a2f9b9291ca97532dfa0de3ec952a7688f77b1b1ad	Kieku ma kontx konfessjonali ma kontx issostniha.		sentence-collector	1	2
5105ea967556650191cab35d504c7c65b2b3d957ed27a080aec75cb0f465a721	Tistgħu tgħidulna l-Oppożizzjoni fejn hi u xi trid verament?		sentence-collector	1	2
51290c8cb1e50a7620372491623235aab1bc00a8c716af996b389c9f804061e4	F'kemm-il rappreżentazzjoni pubblika ġew mistiedna dawn l-istudenti biex jippartecipaw fiha?		sentence-collector	1	2
51504b8100aeac9a4ec1c9ec5d3dd2aa1ffa443947c61c3d22e91fa6f2e57130	Jekk fl-affermattiv, f'liema stadju waslu?		sentence-collector	1	2
51636286b6860d23be5e8b547200b56532775735b34ac91d7a4de9b56f5906c7	Huma ffirmaw petizzjoni biex juru l-pożizzjoni tagħhom.		sentence-collector	1	2
5213fb4aa7bb35b15e5f5619c356033078a04a5e28a465b630df0821497f3bf3	Kif nistgħu nagħmlu hekk?		sentence-collector	1	2
528afb8689d0a3938913dccdf7b462348f5eab3291ddd2435fd187e00abc3140	Dwar xiex kienu dawn is-sentenzi?		sentence-collector	1	2
52b1b7fa50df2cc8f9177a276c9515d416967c28b1ed685bd0232c7a42fa87ba	Il-pjanijiet ma sarux.		sentence-collector	1	2
52d4d3fe42a8f4f76ea44f6efa9080cb17211c28ee763d8f27deb9e6a27c7392	Skużani, tista' jekk jogħġbok terġa' tirrepeti l-mistoqsija?		sentence-collector	1	2
52ddc6d41f7baeb0407dd3e2b76d52b03a5b19c6eda78a6bd246ec4b37c9c408	Kieku ridt nieħu d-data.		sentence-collector	1	2
535ba9482b5b238ab37ec24f0af5d117ecc82e16c2bc13631cdd3eb1b2696468	Jekk iva, għalfejn ma ġewx ippubblikati fuq is-sit tal-Kummissarju?		sentence-collector	1	2
537a455b59e765ad70188eec744dae9f62969286fcf69f6b73f27a1c2db974d1	Huwa mistenni li Thohir jibqa' Milan sa nofs il-ġimgħa d-dieħla.		sentence-collector	1	2
550ab62a887cfb0a1d63d43284a5fd897191abe2532c7db36f1348fa42be7111	Kavallieri ħadu rebħa impressjonanti fuq Swieqi.		sentence-collector	1	2
556cb973b58eb42b6fbaad2effdd4d3359b30567330f5439bcd837b097adf36e	Il-parroċċa qed issibha diffiċli wkoll biex tirrestawra waħda mill-pitturi tas-saqaf.		sentence-collector	1	2
557a3b44ae1f294ceb31e13c1e707114242f8d25d70c1b6d19ec38d9f07e1dc7	Xi wieħed iswed xtara dar-razzett.		sentence-collector	1	2
55c3913e54a424b56fc3f25a9f3e29db7ab65d0e4853d00425f46183ca579f09	Kont ilek tafu seba' snin ma tafx fejn għandu kont?		sentence-collector	1	2
55f6b8df11f008aadc3685e618ea52810ec4de902c18c93ae1e07d323e7b565c	Il-ġenituri tat-tifla kienu preżenti fil-Qorti.		sentence-collector	1	2
5607a151e8c339ead97e5641fe76085a4433198800f242c6faaec488c6019a9c	Xi wħud minnhom għadhom studenti, oħrajn diġà saċerdoti.		sentence-collector	1	2
5610653e2a332bed5e6552352168dd7130891bcb448cbcb6e4cda2ef13aedee7	Ma rridx li jgħidu li dawn ġewwa pajjiżhom jgħidu ħaġa u jagħmlu oħra!		sentence-collector	1	2
56887fb395b0a7356966ee2ff9fe577f89402a5d132ee2edb9fb135f3896855a	Għalija l-kuntentizza tfisser paċi fil-qalb.		sentence-collector	1	2
56941a44054086fd53f6afbd79895e4d7a86f62b140b1525cf6751bef69e807a	Se nressaq l-ilment quddiem l-awtoritajiet konċernati.		sentence-collector	1	2
56a38931aa3403097618deb7d07b49ca811193f0c937f0f1868398db95b4466a	Ma xbajniex ngħidulkom!		sentence-collector	1	2
56e32f00a31ce867d77e10ff9081d936265a16a7fea76b5d780f5fb33684178b	Hemm ukoll ritratti ta' għasafar slavaġ meħudin fl-ambjent naturali tagħhom f'Malta.		sentence-collector	1	2
56f81c5a31738612f7e8a1659e7a1161818106ab8af8c46e688eed0405dee7b2	Dan huwa rispett dovut u m'għandux jiġi mċaħħad!		sentence-collector	1	2
5737ad1904bea31a0743598d5f9414b4a2f9420490d612f9abb9f1a834072824	Ma konniex qegħdin ninvestigaw individwi.		sentence-collector	1	2
5770c8b6fccfe0c73169f3a166eac959083c1676eb91a0c308f4e324e36fd9cf	Mhux id-dipartiment tal-edukazzjoni jrid iħallasha l-kirja?!		sentence-collector	1	2
577f1412625c6fff6f1369b3fce9825f9a2c1188199d79d0038e8ba41e83de92	Dan il-pajjiż, dan il-Gvern, dan il-poplu se jirnexxi!		sentence-collector	1	2
57e14f7b73f47681f9f94d28cd7ba2b2e6e502cee0fb628a0f8167adb5463def	Huma sostnew li dawn ir-riżultati ma jiġux waħedhom.		sentence-collector	1	2
57f62821818f22e8194835d8d6e3a9dd5cf8acbd1c6690181c15e50b03343f9d	Hawnhekk qed jissemmew liġijiet sanitarji pereżempju.		sentence-collector	1	2
59b5b078e064f6a52f169d98ecb057c90c34e0d735c9f52b6f891a5147a68bdd	Illejla jkollna żewġ logħbiet oħra mill-Ewwel Diviżjoni.		sentence-collector	1	2
59e689e595d8b2e1c4b11307a5c367608a24f4ddef1aea22b9d06399ace537d7	Ix-xogħlijiet ikunu jistgħu jinbdew wara li jissolvew problemi legali mas-sidien.		sentence-collector	1	2
59f5e5579494e8a28141bd8af3047bcbdfa7ef12dae4de33095251d93708d008	Imbagħad, konna nitilgħu l-Qorti biex nippreżentaw ir-rapport tagħna.		sentence-collector	1	2
5a06adda68ea729b5d594d48edbc2b421236ad1afc7beeeb5125cf7d57be205c	Dak każ wieħed.		sentence-collector	1	2
5addc5d5339b14a2e1167c9ad65e75899cdd230c53a10f0c969ad0c1da5275e4	Hawn il-Gvern qed jipprova jibgħat lill-Kap tal-Oppożizzjoni l-ħabs!		sentence-collector	1	2
5b38490fd5f47052bb7da254a8c1ad46270e8e8672d1d3fa3c154e8b030f2f95	Thomas daħal f'ħanut magħruf għax-xorb li jbigħ.		sentence-collector	1	2
5b7d9df23008d9b791a980a100d1aeb78db0f0cd19adc6eb62e537a97fe104fe	Issa se jkolli nagħlaq hawnhekk imma se nibqa' in possession.		sentence-collector	1	2
5ba331993e42a9f59fd7a944f34ad88df18100c59b91198d97eaeca420fb09fc	Issa l-ħin kollu li fadal huwa għan-naħa tal-gvern.		sentence-collector	1	2
5bce7551ae147b079157bdc060881e547e3d33102570367f312470bcd812c7e1	Dettalji fit-tabella li qed titpoġġa fuq il-Mejda tal-Kamra.		sentence-collector	1	2
5c3e512e7dad85f0d053c8fe0b881ff11cbfff1b980319a3dc1f782d5919e34b	Iżda qatt ħsibt li t-tiżjin tal-Milied jista' jkun ta' periklu?		sentence-collector	1	2
5c8407273b11f6d1c6303f68048505cfca446c081a0ac3d1db5b3aaf3de7902f	Jiġifieri daqshekk biss.		sentence-collector	1	2
5e0157c399be149904d6ab05d45ddb912b0eadfc56f513b80af96252038a8a12	Kemm għajjartuna meta intom kien ġralkom l-istess!		sentence-collector	1	2
5e17cc052fd76b86694fc6dc447fb9c6b494d384f3b64990c42a1b4df19a0c63	Ir-raġel ittieħed l-Isptar Mater Dei permezz ta' ambulanza.		sentence-collector	1	2
5e8cee5d3511c9b15fae07aa39c561a759d6abd22af5db485e24cc5e7db91922	Dażgur ma nafx x'inhu jiġri fil-qasam taż-żejt!		sentence-collector	1	2
5ea94d83c2bb27e86dc0b95497a8d899818915d316db1088524d208eb14216da	Illum ħadd ma jista' jinżamm milli jġib dik il-karozza għall-bejgħ.		sentence-collector	1	2
5eca88488a6add1e96b73bb5b600cf60c01c7a706e198ad61d555951c7a9952d	Ma kienx hemm Ordni tal-Ħarsien f'dan il-każ.		sentence-collector	1	2
5eee90d16aecc16ee247c3e030bf7dfcf9e2b70a9511e28c6a72a8b01c01e178	Le, tower normali.		sentence-collector	1	2
5f55f6b0922175195790f23fa101c9e7eaf361f3e1cb15ed9a0e5b95822d9d51	Dak huwa metodu wieħed li jiena nemmen ħafna fih.		sentence-collector	1	2
5f7ac3e40449ca6735f2ea29741bae11eb6897db43ccc4ebb4a7e236dc0218e9	Huwa faħħar l-inizjattivi bħall-Maratona bir-Roti.		sentence-collector	1	2
5fa62ae2ca6c20b8418425c3f65dad810d5a6d8825eb88353e2122386fa1ee0d	Aħna nħajru lil dawn l-istudenti biex jidħlu għall-edukazzjoni ogħla.		sentence-collector	1	2
6004ffcb6cd6dc884b4a0f06872bc4cc728dfc7198004cda00adac6845ed16a3	Però nixtieq ngħid xi ħaġa li hi verament importanti.		sentence-collector	1	2
60310eb605dae7257c270ffedfbcb83b8604987b357e85a871fe7747706f4dc5	Din is-sezzjoni twettaq dan ix-xogħol bħala parti mid-doveri tagħha.		sentence-collector	1	2
60525a0bedec77d4cb86589b8b3eec50cad636e63e15a46f9799c15f53516ef5	Il-ħajja tkompli.		sentence-collector	1	2
605a06919898dd9b9f0f4f47ed3e9f47fb5b793a0cd013de49a44786b7fbbffe	Qegħdin inħarsu wkoll lejn Università li riesqa biex tkun università tat-tielet ġenerazzjoni.		sentence-collector	1	2
6061db0bd4a059e97621c0a55a8797f30e0d06092bb9186ec485dd94d1e732dc	Bihom huma jgħinu lill-missjunarji Maltin tal-pajjiżi foqra tat-tielet dinja.		sentence-collector	1	2
60693fe11a7a1c013aad4266e6c71e235b8176967165b56828114ff329b2c63d	Abela qal li dan il-pass hu wieħed importanti ħafna għall-pajjiż.		sentence-collector	1	2
60b59bc364eee98169e05fd1f91890af172751ed011c13d5c9201428498135b8	It-tnaqqis fin-nefqa tal-Gvern kienet riflessa f'kull settur.		sentence-collector	1	2
60bf7619759c00cd683e77b30461460bf618b87eac8a8d8483b8baac08ee18ca	Mhux għal dawk tad-drogi biss.		sentence-collector	1	2
6173f2df715371261c56cda23047d26c4896ae6c1bde18cb8b159052a52dd84c	Din hija emenda kosmetika u żgur mhix suffiċjenti.		sentence-collector	1	2
6186bf2b4f1d197d8bd3dcf19f667d3d62f70baf65c7fbc6740a871e15068863	Skont il-Kostituzzjoni tagħna min qiegħed fil-politika għandu ċerta responsabilità.		sentence-collector	1	2
61c5ed602ae46305339a2034b7a4a76c802c7f16c955ce6d017092e9dd1857e1	Ma rridux naċċettaw id-dommi, jagħtihomlna min jagħtihomlna, iżda rridu nifluhom!		sentence-collector	1	2
61cfb79949382cbd1a029a0fbb64689e09e4b206121f5b62676b1c75d64f5c1d	Kien mument kruċjali fejn stajt nirbaħ jew nitlef it-tellieqa.		sentence-collector	1	2
61efa56550c6909e0560986271d5daa43937d9f39b1b998b0966cef0cfccf9e4	Bażikament, fil-bidu dan kien l-involviment tiegħi.		sentence-collector	1	2
622589d2134105783fb95f01113135ad1d69c81f424d0708c907896b5f45a825	Meta t-tifel kellu sena u disa' xhur erġajt ħriġt pregnant.		sentence-collector	1	2
62527bd5e593cff76fcf998aac79e1292e4a61db0cacb9ffea36dc89a0f14036	Attività internazzjonali organizzata minn assoċjazzjoni nazzjonali.		sentence-collector	1	2
625a966e7e05d20389b070cdc6aafd0275f4a12661807297e0e3849dbcc8ad3c	Ħrabna u żgiċċajna u għal ftit ma qabduniex.		sentence-collector	1	2
626d084b03278f30a373b74528709dbdfcf190a4edbd98f4f0a41bc839062c0f	Fid-disa' snin u nofs li damu fil-gvern ma kienx hemm konsultazzjonijiet.		sentence-collector	1	2
62c319082ce3d227a3d06ba9f0772e34545f64faecbd8eb14ee98aad4026e581	Issa nixtieq ngħaddi biex nagħmel xi ftit riflessjonijiet fuq il-korruzzjoni.		sentence-collector	1	2
62cc593496fafd817a47cf7d8d1364cf93c19c1d59264c099eded7a70b650254	It-tim ta' Arsenal huwa tim verament qawwi u bi storja kbira.		sentence-collector	1	2
6360fa13a84c12742ed38edde508bbe4042f64f6929d1ac30895b694ca731d75	Jista' l-Ministru jagħti breakdown ta' din in-nefqa?		sentence-collector	1	2
63a761808103b5c4cf1493109d02e1a1a41893886889344793f0dee0d3ca11a4	Din hija akkuża li għandha sanzjonijiet ta' natura kriminali.		sentence-collector	1	2
63b09aac4749c8e9c23e86ec92a2f01df17941e7d0bde2329e400719fe7b8814	Ħalli nispjega ftit fil-qosor.		sentence-collector	1	2
63d7554eabb69b44adf6001072fd6f9f720d457d49a7560a5c3587c902fc7af0	Allura x'inhi s-soluzzjoni?		sentence-collector	1	2
640fa861907f17c8c5c899c9eec9cfab7787e76a9e757188a752a5b7ce1d5c2a	Jgħid speċifikament?		sentence-collector	1	2
642ea249669f3131a68f85d01b2d5625032420adc19fe14f18be663cd48aa276	Dmugħ tal-kukkudrilli ta' min dejjem jurik wiċċ imbagħad jagħmel mod ieħor.		sentence-collector	1	2
6458765747b4de0979eb050d9ea65764775ca11baa335ef706e7cbb86166595f	Riżultati ġibna, però fadal ħafna u ħafna aktar x'isir.		sentence-collector	1	2
6463c3b6a230ed16f931c03e62d5f8cf9a8192fd78f01ec317b95c140becef4e	Qalet li ħsara ma jagħmlux, iduru ftit, imbagħad jorqdu.		sentence-collector	1	2
646b0596b5eecc46bffdafe0af79b9a79026a0de22c5ca6783b26c9b927b4a88	Jien u żewġi stajna noqogħdu fit-Taqsima tal-Kura Intensiva.		sentence-collector	1	2
646cb40a26361657cd6498f3a98d371dc525220e2098fea9995a0e05e2d5fc59	Sur President, nerġa' lura biex nitkellem dwar in-Nofsinhar ta' Malta.		sentence-collector	1	2
64de66694eb4391638c296b28b4e2938af983743df4f76c04680a5254f171777	"It-tifel qal, "" Jien spiss nibki ""."		sentence-collector	1	2
