client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6485d377ce186a6ee10872bce948f076d2e8e1eeac2ff0079e9b1a876238168449e217f9d5b764b81305d58f6b735b663511fae1050da66671cd6abc332ba7d3	common_voice_mt_21333368.mp3	0358eba00ae62e0b931365503e8ebe3aecd1fb7f5667902ed211925a2a90a671	Il-mozzjoni tiegħi hija mozzjoni pożittiva u fiha diversi proposti għal riformi.		1	0					mt	
ae593dfabe3a22eee259a9ab7fe12349f8a77fe7a5c2df205f0d7a4c8ddccb3c0bb3562fdee8af71f0005cd0d7e144ce1d28958d151d9ad56ee94e7aeaa11196	common_voice_mt_21333416.mp3	2001e4ec869d5e35a6987a8c391a5f94f88816dd3180672b184fd6258c854029	Kemm ilek ma trodd salib fil-pubbliku?		1	1					mt	
17d331057b05a0d7944601b921811d30ae7443cdde6b2615ee91a129f905ca1d1930bcafd1e94762f186344ef5506d9f28997ddde1ca0ecfc5999f3aafa07e80	common_voice_mt_21333626.mp3	6169ddb4cefa3b32c480fae4315912447ceb8277135513e3decb15ade6d188e4	Din il-Proklama normalment ikollha l-istess data tal-Baġit.		1	1					mt	
f7a6ebaeae09252a7e7fd12ff992a271768811bdcc9ecbbfd5baf835fb7dc9034b25262e2683d95f3076eb89bd75d80c8abeb5e2fdf0da13526876455174eee4	common_voice_mt_21353205.mp3	9b2424b395e71b6e4386dfb7895ce4a61346664645948d255d9a0d86591bbd25	Ta' min wieħed jerġa' jqabbel anke dawn il-loans partikolari.		1	1	thirties	female_feminine			mt	
4a2446f690bbef74a4e0499916b47eb82de302cf5a55eaeaffc5b8beca338d3d4f7552eb6fc19ca8a9297bb7f3f7710096ab1ae117ea64dac881bcc75ea9a34b	common_voice_mt_21380833.mp3	02b335acb0e26e2a4468fbfe99353ef128849284b2f0cd7513a4e21806e95383	Aktar bejgħ ifisser li jiżdiedu l-impjiegi.		0	1	teens				mt	
4a2446f690bbef74a4e0499916b47eb82de302cf5a55eaeaffc5b8beca338d3d4f7552eb6fc19ca8a9297bb7f3f7710096ab1ae117ea64dac881bcc75ea9a34b	common_voice_mt_21380834.mp3	01765b4bff58820a36f809e3dc03ef3075ac732be0b648a54a9cde287a98fee2	X'hemm wara t-tinda trasparenti tal-Prim Ministru?		1	0	teens				mt	
3043fec2445b387b8c4ff9aa055caede9dfe9f3af088c5cb507b5990d5a9d4f22ccc5f76e4c8b7279c30a44068a3fd384e0f3b9a1a3df8882e389d07b5f38757	common_voice_mt_21381147.mp3	0286bdeb5d39e128dda6641c1947b76295c2876d15c6f40ad1aa5a6baea8f23e	Talb fis-skiet quddiem Ġesù sagramentat.		1	0					mt	
3043fec2445b387b8c4ff9aa055caede9dfe9f3af088c5cb507b5990d5a9d4f22ccc5f76e4c8b7279c30a44068a3fd384e0f3b9a1a3df8882e389d07b5f38757	common_voice_mt_21381166.mp3	01cc8ab3a8f90229612bf0677df5f4b118d69706f962f94ddc8212abb1e32406	L-akkużi jittrattaw perjodu ta' għaxar snin, sas-sena li għaddiet.		1	0					mt	
97204c3bd36562221e4ef5a514c980be750a9fe907c776994f5aaca809e74eb9df2e1e5970fff6f6cc48356899764fb8431431a100754910780d3fe04b59e928	common_voice_mt_21384936.mp3	046456fcb1c3eb0ab60d04d1ebb60a150199c07a99ae469a6f929b818e734d5c	Jista' jagħti d-dettalji tal-kundizzjonijiet kollha tagħhom?		1	0					mt	
97204c3bd36562221e4ef5a514c980be750a9fe907c776994f5aaca809e74eb9df2e1e5970fff6f6cc48356899764fb8431431a100754910780d3fe04b59e928	common_voice_mt_21384938.mp3	00f25185589c45d1411ff6fba1d7e77d34cbfd0f380febe272b33b54164e730f	Dawn huma xogħlijiet li saru minn entita' privata.		1	0					mt	
97204c3bd36562221e4ef5a514c980be750a9fe907c776994f5aaca809e74eb9df2e1e5970fff6f6cc48356899764fb8431431a100754910780d3fe04b59e928	common_voice_mt_21384941.mp3	027e5ab67c413abb39e9d53009eff19824bbcab8f908ff07f9b214a36e3801bb	Ħafna minnhom ikollhom ukoll issues u problemi soċjali li jridu jiġu targeted.		1	0					mt	
97204c3bd36562221e4ef5a514c980be750a9fe907c776994f5aaca809e74eb9df2e1e5970fff6f6cc48356899764fb8431431a100754910780d3fe04b59e928	common_voice_mt_21384993.mp3	01a6fde1a5ae1e55dbee03fda56e6664e6a9fd3966777e0651c53da03e3a835f	Għal kemm hu twil il-kuntratt?		1	0					mt	
0929c64d41145b19b4fbed107d17a309c3c0c3f4152e0a6756811e499425c104d4c9f57a4f7274b6560fbb8031592838da99fb43891e6eec366f98bfa179faf1	common_voice_mt_21386616.mp3	03074805b5e36d390071d43171114334635df6daae0169f775636731af94b4bd	Bosta familji Żabbarin jinsabu ddiżappuntati li Ħaż - Żabbar spiċċa mingħajr bandli.		0	1					mt	
0929c64d41145b19b4fbed107d17a309c3c0c3f4152e0a6756811e499425c104d4c9f57a4f7274b6560fbb8031592838da99fb43891e6eec366f98bfa179faf1	common_voice_mt_21386664.mp3	03482a5756aa0cfbcf5d9a124b9e1ef46f0411dbbc441ffe4f943ecfa13e0fa2	Allura biex inkunu ċerti u nneħħu kull dubju nixtieq li tidħol.		1	0					mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21387741.mp3	06e55d86463a1d6969d1ee3daa58defbf0b7e9d1ce0825a0dbba8549f4e4ccba	Il-pulizija tellgħu dgħajsa mill-Port tal-Imġarr f'Għawdex.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21387742.mp3	0106b3defaa80e7fd7ec0837c64ef81be070dfe3acc8f4bb6518a91cdaf13fdd	Hemm bżonn li nibqgħu sodi.		0	0	fifties	female_feminine			mt	
e5dc6812235dad2908f7fc712be1f2dea1f11be09ff4f7a52266cc3de19a78ce92e15d59103358fa6a1c5e505af4e4b93ab983fd7ed7859fcd063199f6bf173d	common_voice_mt_21387890.mp3	07ee320a741c8398ed0edf36afbf5a0a5e6dc4de4ce21e660d19883aa27e66ed	L-Uffiċċju nnota li numru konsiderevoli ta' proġetti damu biex tlestew.		0	1					mt	
e5dc6812235dad2908f7fc712be1f2dea1f11be09ff4f7a52266cc3de19a78ce92e15d59103358fa6a1c5e505af4e4b93ab983fd7ed7859fcd063199f6bf173d	common_voice_mt_21387908.mp3	00b9f2d9a9390ed2b73cd1607a24de9f5689c791ff92d62045793b103f150554	Hemm min għex esperjenzi differenti fil-qasam tal-volontarjat.		0	1					mt	
e5dc6812235dad2908f7fc712be1f2dea1f11be09ff4f7a52266cc3de19a78ce92e15d59103358fa6a1c5e505af4e4b93ab983fd7ed7859fcd063199f6bf173d	common_voice_mt_21387940.mp3	01dc3d15ee86eb1d611d0d0518b9986ae593f576a625e1a381f9805b35e4732d	Malta hija fost l-ewwel pajjiżi li daħlet direttiva dwar ħlasijiet tard.		1	0					mt	
e5dc6812235dad2908f7fc712be1f2dea1f11be09ff4f7a52266cc3de19a78ce92e15d59103358fa6a1c5e505af4e4b93ab983fd7ed7859fcd063199f6bf173d	common_voice_mt_21387941.mp3	08d393984171418f0279365375db2054f8412f8a9e520fffe207e47b6ea9df3e	Id-disgħa l-oħra qegħdin fuq xogħol fil-komunità.		1	0					mt	
e5dc6812235dad2908f7fc712be1f2dea1f11be09ff4f7a52266cc3de19a78ce92e15d59103358fa6a1c5e505af4e4b93ab983fd7ed7859fcd063199f6bf173d	common_voice_mt_21388140.mp3	07c54e84f327e9fe904c6fed5fef4575fe72edbbb728c5ba801baf1cb8b0c7c2	Ikun hemm każijiet għalfejn ġieli tagħmel adulterju mara jew raġel.		1	0					mt	
4a2446f690bbef74a4e0499916b47eb82de302cf5a55eaeaffc5b8beca338d3d4f7552eb6fc19ca8a9297bb7f3f7710096ab1ae117ea64dac881bcc75ea9a34b	common_voice_mt_21388617.mp3	06436c94a9e3f5d890ce1f2da698c8e74fca9123ba17fbfb8af0f29465547605	U anke ħa l-karti miegħu!		1	0	teens				mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388792.mp3	081d70704c85514e3943f81e0df75082e84ef52e41677b9a7bc3865eb3c7557d	Dan ifisser żieda mis-suq Taljan meta kkumparat mas-sena preċedenti.		1	1	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388794.mp3	043f035778bcda9df99ab3b883143ebd9add5b4e6b9e6fbe5a3e6d3668a0f70b	Imma xi kultant dawn it-tabloids jiktbu għas-sensazzjonaliżmu.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388799.mp3	07601ce69ecd9e2c91c33763027d26b787b1a67da7b4a6741cd7309b38736310	L-aħħar tnejn li semmejna hemm ċans li jkun hemm rabta bejniethom.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388801.mp3	05d2d232b2172014042bf3c542e5d73802027f8a1b691f838aa262d3080d7241	Anzi, għandek l-esperjenza, taf x'jien ngħid.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388806.mp3	01b58067d92f21f2ddc246a80ef39c9d26beb4ded57aef2d1cf3a7d9a2efb55c	Kemm-il mara tqila attendiet dawn il-kliniċi minn kemm ilhom jeżistu?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388809.mp3	0502701754e0b713ff12ac78e1b1e15577319b90eea6c41e754ee50be8a9b402	Il-Kap tal-Oppożizzjoni bil-permess tal-Prim Ministru.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388810.mp3	00669e89d7170fc77e4aaba6700f12dca795c9d3c401d8ba7eec2f230f30d217	Skada l-ħin għall-mistoqsijiet parlamentari.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388813.mp3	07a1e1c2e3bd7c7c5357d7b682ffbd5ce17a41d550c9e771be19c4d1fd2162e7	Dan l-Abbozz ta' Liġi huwa insult għall-Parlament!		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388819.mp3	07d6d777e33607432e12b9d3db97a36d8bfec7e02a23368260117beead836da7	Se tikkonkludi?		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388835.mp3	091fe0c199b7f50dc5c471d8d87b21814fcec5110f4445897a355271b6dd65a7	Ilek ma tagħmel blind date?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388840.mp3	09bbb01d39b517932ff87b1c03b834b49a4bcb84728931d86e46226a6c8a7b17	Mela naħfirlek minn qabel.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388844.mp3	031ac42fc7f31d8269f0e136c6d3ebca88805a9bff5a888431b5753f9f3aaded	Bid-daqqiet, jien kont intlift minn sensija.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388854.mp3	086e93b7dfd2fb346e44cc2d09cc5b4a0372949da382caa0e0c63406607a2d88	Kif qed tħares lejn il-futur tiegħek fil-logħba tal-waterpolo?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388872.mp3	02ce102a3f2a2dc1875a541993ca8646bfab73c70938364f9b921121da90c2a1	X'inhu l-pass li jmiss?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388874.mp3	fd2ae8a4406b0affdfd2a331824bd3720b340771fb54d2413f9a8de69888dfe7	Jien nemmen ħafna fis-serjetà.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388896.mp3	0c66942a7598e76453a0c24e77baaa3b8d5904345a1f2e58c14927d2ef8de9b2	Ħadd ma jagħmel hekk, lanqas il-gvern l-ieħor m'għamel hekk.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388898.mp3	0cc3a2c517b9ad7191926d5cfaaae74b0a882f49805bf918b04d6ee428cd6cce	L-ikbar issue hija din tal-post - secondary.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388899.mp3	078dc6dfbd0e53048e5f0f03df06b8f3c93e22d0b8d59d39a8c446d277e340a8	Għal kull sejħa, hemm fondi speċifiċi għal kull Priority Area.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388900.mp3	07b440c1ba7c8a8baa7a95d423cc142a02802fbdbc849d9f8aae6464e815595c	U allura għandek dawn il-problemi kollha li jridu jiġu indirizzati.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388902.mp3	fe126bb92f40e0699118592f6bf9f58b5d5cc2ac398f125a7a73fc103d7ae718	It-tieni mistoqsija kienet fuq l-approvazzjoni tar-rapport kif inhu.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388903.mp3	0c26eff7be4a77f0d2a13dcf95bb3cd7771b9dc29829433bbf3671272f4fb60c	Dan huwa punt interessanti li ħafna drabi ma jkunx daqshekk apprezzat.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388904.mp3	0cdc3cc9f2039191feb2abaf190bb64611410add27b080385ff4ce3c2a3a7a62	Bdejt nikber u l-istorbju u l-mużika bdejt inħobbhom dejjem iżjed.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388907.mp3	013201c92a0327a72768128f51d6a68070a869c3208ba0d33872e3c6aa001a91	Hawnhekk m'aħniex f'dik is-sitwazzjoni.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388909.mp3	0a060e031c2f34f209fe117481bb1bc4a123bcb1892d686a19fd588b271d599d	Fil-fatt meta aħna naraw li m'hemmx qbil ma nkomplux nagħfsu.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388916.mp3	0712b2bc8c962864272e39b6f97e198752eb7a24bd39026e642f5da5f01d4d97	Organizzajnieh mis-Segretarjat tiegħi u kien suċċess.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388917.mp3	0e2c199b1b256212c86cc09b43288a5122fa2f983988a10db0a5b33b337a7db1	F'dan l-inċident ma weġġa' ħadd.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388920.mp3	0b6d33ecf2813d5626415cfcc6e7833affda069a7c5aa2af32a4a23d2ce48999	Kemm kienet l-ispiża totali ta' dawn il-proġetti?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388924.mp3	0df15f725351f6d4b65c0c4dd4c0256bacbdd6d453c33a1283a360c19af2c6c0	Min jaf meta se jkunu komdi li jaqduhom?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388925.mp3	04cd17bbe533c64682c88239a737e97a502664b6e96de6801fc60b0ca725ae23	Il-grupp Firelight illejla se jkompli bil-promozzjoni tal-kanzunetta Coming Home.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388926.mp3	09da206b846da37f66e2ad4c9ac5dad65c0bdefec356c3551513430681077989	Il-punti li ġejjin issa għandhom x'jaqsmu mal-pulizija.		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388927.mp3	02b1b4bf4a6a1cf47ef7fb03d702a58cf4796864d9cebd48876128bc5843efe3	Inti ġieli mort tiekol ma' George Farrugia?		1	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388941.mp3	02d88711d0154fccc488e1edc1e8cd17a40b9a154b781924f2eec95d1833adc7	Kif tħajjart issir referee tal-futbol?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388942.mp3	022be26e45ff192fca106f279e3ba8746a889a23af7870e648b92f33e5dd8d25	Għidtilha li dak kien inċident; ma kien tort ta' ħadd.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388943.mp3	05e62ab2d334c94821443b46332ff58dbd4a65a7f86db08be86cdec6ed1d7530	Qal li jemmen li huwa kruċjali li jinżamm dan il-livell internazzjonali.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388944.mp3	05fbbf4a0f007884aef14e0cecd4193312c6170b3dde7ef071ddfb2d7791e37b	Kull min jidħol fil-Parlament se jkollu l-basktijiet iċċekkjati wkoll.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388955.mp3	08df87c995e0d4b886831359423b4b43ce93cd9830e23f37e38a2449713f1c2d	Ejjew ma nilludux ruħna.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388956.mp3	05c1aa2de99b28633886f15713702f5bff2d32d3f0c336cacc7d77a471d21a46	Għall-ħabta ta' nofsinhar il-ħaddiema għattew it-tpinġija b'liżar.		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388957.mp3	0694f97ec5840747470503710b2b91db3d3fb337eea42d37386e3194abf46394	Dawn il-bordijiet huma inqas importanti minn oħrajn?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388958.mp3	07b329199064c17730312bc040c65a913663a783403f893fc9c4f0f4f400edce	Kif qed tħares lejn il-futur tiegħek bħala President tal-Inter Club Malta?		0	0	fifties	female_feminine			mt	
013358357c251280edcdc585291df70be4d52c209c3d3961868b1cce3148560c964a8a7a1a42f5a1c211d43615373577aee94eb88183d4fb5a4b09f73468a4f7	common_voice_mt_21388964.mp3	00dbda9472c217c6cfa74a205541498ba8e53619b67da9da5f70c0a5b7dd1f3e	Jiġifieri f'dawn il-każijiet x'sar?		1	0	fifties	female_feminine			mt	
5853da480d8a2c6a43fee8934b0c7b8c94f5f4b5ef9bc1830514daef0cb46fd62023d2c4256995e512f34ae59333bd9756ea7241dae512db98c491133e3d4b68	common_voice_mt_21391744.mp3	01cd5eb0192dcc9e59ea42cd30bca9e97e0131b46c7f8e61daa344a2994619a8	Ir-raġel sofra ġrieħi ħfief.		1	0					mt	
5853da480d8a2c6a43fee8934b0c7b8c94f5f4b5ef9bc1830514daef0cb46fd62023d2c4256995e512f34ae59333bd9756ea7241dae512db98c491133e3d4b68	common_voice_mt_21391746.mp3	0d01619d880de0b936ba551cb12d25f12fe45d8b5dac24a7a6ada78d4bced68a	Sawritna fit-twemmin tagħna?		1	0					mt	
